,MAKE,MODEL,TRIM_LEVEL,BODY_TYPE,FUEL_TYPE,TRANSMISSION,NUMBER_OF_DOORS,DRIVEN_WHEELS,ENGINE_SIZE,POWER_TRAIN_TYPE,BATTERY_CAPACITY_KWH,MAX_POWER_HP,MAX_POWER_KW,SECONDARY_VERSION
2184,SKODA,Scala,SE L,hatchback,TDI,manual,5 portes,FWD,1.6,,,115PS,,
2185,SKODA,Superb,Ambition,Combi,TDI,manual,5 portes,FWD,2.0,,,,140kW,
2186,SKODA,Superb,Ambition,hatchback,TDI,automatic,5 portes,FWD,2.0,,,122CV,90kW,
2187,SKODA,Superb,SE L Executive,estate,TDI,manual,5 portes,AWD,2.0,,,190PS,,
2188,SKODA,Superb,SE L Executive,estate,TSI,manual,5 portes,FWD,1.4,,,150PS,,
2189,SKODA,Superb,SportLine Plus,estate,TDI,manual,5 portes,FWD,2.0,,,150PS,,
2190,SKODA,Superb,SportLine,estate,TDI,manual,5 portes,AWD,2.0,,,190PS,,
2191,SKODA,Superb,SportLine,hatchback,TSI,manual,5 portes,FWD,1.5,,,150PS,,
2192,SMART,FORFOUR,PRIME,micro car,unleaded,manual,5 portes,RWD,1.0,,,,52KW,
2193,SMART,FORTWO,,CABRIO,electric,automatic,2 door,RWD,,BEV,,,60KW,
2194,SMART,FORTWO,PARISBLUE BRAB XCL,micro car,unleaded,manual,3 doors,RWD,0.9,,,,80KW,
2195,SMART,FORTWO,PRIME PREMIUM PLUS,micro car,unleaded,manual,3 doors,RWD,1.0,,,71HP,,
2196,SMART,FORTWO,PRIME PREMIUM,cabriolet,unleaded,manual,2 door,RWD,0.9,,,90HP,,
2197,SMART,FORTWO,PRIME,COUPE,electric,automatic,3 doors,RWD,,BEV,18KWH,,,
2198,SMART,FORTWO,URBAN SHADOW ED,micro car,unleaded,manual,3 doors,RWD,1.0,,,71HP,,
2199,SMART,Forfour,Urbanshadow Edition,micro car,unleaded,manual,5 portes,RWD,1.0,,,71CV,52kW,
2200,SMART,forfour,brabus style,micro car,unleaded,manual,5 portes,RWD,1.0,,,,52kW,
2201,SMART,fortwo,Urban Shadow Edition,micro car,unleaded,manual,3 doors,RWD,,,,71 hp,,
2202,SMART,fortwo,Urban Shadow Edition,micro car,unleaded,manual,3 doors,RWD,,,,90 hp,,
2203,SMART,fortwo,USHUAIA,micro car,electric,automatic,3 doors,RWD,,BEV,,,60kW,
2204,,SPORTAGE,GT-LINE+,,,,,2WD,1.6,HEV,,,,
2205,,SPORTAGE,STYLE,,,,,AWD,1.6,PHEV,,,,
2206,SSANGYONG,KORANDO,LIMITED,sports utility vehicle,electric,automatic,5 portes,FWD,,BEV,62KWH,,,
2207,SSANGYONG,KORANDO,LINE,sports utility vehicle,diesel,manual,5 portes,FWD,2.2,,,,131KW,
2208,SSANGYONG,Korando,Road,sports utility vehicle,Diesel,manual,5 portes,FWD,1.6,,,,,
2209,SSANGYONG,MUSSO,BLACKLINE,pick-up,E-XDI,automatic,4 dr,AWD,2.2,,,,,
2210,SSANGYONG,MUSSO,SARACEN+,pick-up,E-XDI,automatic,4 dr,AWD,2.2,,,,,
2211,SSANGYONG,REXTON,ELX,sports utility vehicle,diesel,automatic,5 portes,AWD,2.2,,,,,
2212,SSANGYONG,REXTON,LUXE,sports utility vehicle,diesel,automatic,5 portes,AWD,2.2,,,,,
2213,SSANGYONG,REXTON,ROAD,sports utility vehicle,diesel,manual,5 portes,AWD,2.2,,,,,
2214,SSANGYONG,TIVOLI,JUICE,sports utility vehicle,unleaded,manual,5 portes,FWD,1.6,,,,,
2215,SSANGYONG,Tivoli,EX,sports utility vehicle,Petrol,manual,5 portes,FWD,,,,,,
2216,SSANGYONG,Tivoli,SPORT,sports utility vehicle,unleaded,manual,5 portes,FWD,"1,5",,,,,
2217,SSANGYONG,Tivoli,Ultimate Nav,sports utility vehicle,Petrol,automatic,5 portes,FWD,1.5l,,,,,
2218,STREETSCOOTER,WORK,PICKUP,drop side,electric,automatic,2 door,FWD,,BEV,40 KWH,,,
2219,SUBARU,IMPREZA,SPORT,hatchback,unleaded,automatic,5 portes,AWD,1.6I,,,,,
2220,,2008,Allure Business,SUV,Puretech,EAT8,,,,,,130,,
2221,SUZUKI,SWACE,GLE,estate,unleaded,automatic,5 portes,FWD,1.8,HEV,,,,
2222,SUZUKI,SWIFT,SPORT,hatchback,premium unleaded,manual,5 portes,FWD,1.4,MHEV,,,,
2223,SUZUKI,SX4 S-CROSS,SZ-T,sports utility vehicle,BOOSTERJET,manual,5 portes,FWD,1.4,MHEV,,,,
2224,SUZUKI,Swace,Motion,estate,unleaded,automatic,5 portes,FWD,1.8,HEV,,,,
2225,SUZUKI,VITARA,SZ5,sports utility vehicle,unleaded,automatic,5 portes,AWD,1.6,,,,,
2226,SUZUKI,Vitara,Starview,sports utility vehicle,Boosterjet,automatic,5 portes,FWD,1.0,,,,,
2227,Skoda,ENYAQ,Sportline,Coupé,,automatique,,,,,82 kWh,204 ch,,
2228,Skoda,Karoq,Ambition,,TSI,6-Gang-Schaltgetriebe,,,"1,0",,,,"81,00 kW",
2229,Skoda,Karoq,SportLine,,TSI,,,,2.0,,,,,
2230,Skoda,Superb,Business,Combi,TSI,DSG7,,,1.5,,,ch 150.0,,
2231,,T-ROC,STYLE,,TSI,,,,1.5,,,150CV,,
2232,Volkswagen,T-roc,Design,Hatchback,TSI,,5dr,,1.5,,,,,
2233,TESLA,MODEL 3,,saloon,electric,automatic,4 dr,RWD,,BEV,,,,
2234,TESLA,MODEL 3,LONG RANGE,saloon,electric,automatic,4 dr,AWD,,BEV,75KWH,,,
2235,TESLA,MODEL Y,LONG RANGE,sports utility vehicle,electric,automatic,5 portes,AWD,,BEV,,,,
2236,TESLA,MODEL Y,,sports utility vehicle,electric,automatic,5 portes,RWD,,BEV,,,,
2237,TESLA,Model 3,Long Range,saloon,electric,automatic,4 dr,AWD,,BEV,,,,
2238,TESLA,Model X,Ludicrous Performance,sports utility vehicle,electric,automatic,5 portes,AWD,,BEV,100 kWh,,,
2239,,TIPO,,,,,5 PORTES,,,,,,,
2240,,TIPO,LIFE,,,,5P,,1.0,,,100cv,,
2241,TOYOTA,AYGO,X-RED,micro car,VVT-I,manual,3 doors,FWD,1.0,,,,,
2242,TOYOTA,BZ4X,PREMIERE EDITION,sports utility vehicle,electric,automatic,5 portes,AWD,,BEV,72KWH,,11KW,
2243,TOYOTA,C-HR,DYNAMIC PLUS,hatchback,unleaded,automatic,5 portes,FWD,1.8,HEV,,,,
2244,TOYOTA,COROLLA,DESIGN,hatchback,unleaded,automatic,5 portes,FWD,1.8,HEV,,,,
2245,TOYOTA,COROLLA,STYLE PLUS,hatchback,unleaded,automatic,5 portes,FWD,1.8,HEV,,,,
2246,TOYOTA,Corolla,Active,hatchback,unleaded,automatic,5 portes,FWD,2.0,HEV,,,,
2247,TOYOTA,Corolla,Collection,hatchback,unleaded,automatic,5 portes,FWD,,HEV,,,,
2248,TOYOTA,Corolla,Style,hatchback,unleaded,automatic,5 portes,FWD,2.0,HEV,,,,
2249,TOYOTA,GR86,,coupe,premium unleaded,automatic,2 door,RWD,2.4,,,,,
2250,TOYOTA,GT86,SPORT,coupe,unleaded,automatic,2 door,RWD,,,,,,
2251,TOYOTA,HILUX,DUTY COMFORT,pick-up,D-4D,manual,4 dr,AWD,2.4,,,,110KW,
2252,TOYOTA,HILUX,ICON,pick-up,D-4D,manual,4 dr,AWD,2.4,,,,,
2253,TOYOTA,HILUX,INVINCIBLE X LE B,pick-up,diesel,automatic,4 dr,AWD,2.4,,,,,
2254,TOYOTA,Hilux,Icon,pick-up,diesel,automatic,4 dr,AWD,,,,,,
2255,TOYOTA,LANDCRUISER,GX,sports utility vehicle,diesel,manual,5 portes,AWD,,,,,130KW,
2256,TOYOTA,LANDCRUISER,VX,sports utility vehicle,diesel,automatic,3 doors,AWD,,,,,130KW,
2257,TOYOTA,LANDCRUISER,VXL,sports utility vehicle,diesel,automatic,5 portes,AWD,,,,,130KW,
2258,TOYOTA,MIRAI,LUXURY,saloon,hydrogen,automatic,4 dr,RWD,,FCEV,,,,
2259,TOYOTA,PRIUS,ACTIVE,hatchback,electric,automatic,5 portes,FWD,2.0,PHEV,,,,
2260,TOYOTA,PROACE,,PLATFORM CAB,diesel,manual,2 door,FWD,,,,140HP,,
2261,TOYOTA,PROACE,BUSINESS,panel van,diesel,manual,4 dr,FWD,,,,,74KW,
2262,TOYOTA,PROACE,BUSINESS,panel van,ELECTRIC,automatic,4 dr,FWD,,BEV,75KWH,,,
2263,TOYOTA,PROACE CITY VERSO,EXECUTIVE,MPV,ELECTRIC,automatic,5 portes,FWD,,BEV,50KWH,,,
2264,TOYOTA,PROACE VERSO,ADVANCE,MPV,electric,automatic,5 portes,FWD,,BEV,75KWH,,,
2265,TOYOTA,PROACE VERSO,DYNAMIC,MPV,ELECTRIC,automatic,5 portes,FWD,,BEV,50KWH,,,
2266,TOYOTA,PROACE VERSO,EXECUTIVE,MPV,electric,automatic,5 portes,FWD,,BEV,75KWH,,,
2267,TOYOTA,PROACE VERSO,LUXURY,MPV,diesel,automatic,5 portes,FWD,,,,,130KW,
2268,TOYOTA,PROACE,VX,panel van,diesel,manual,4 dr,FWD,2.0D,,,,88KW,
2269,TOYOTA,PROACE,VX,panel van,electric,automatic,4 dr,FWD,,BEV,75KWH,,,
2270,TOYOTA,Prius,Lounge,hatchback,unleaded,automatic,5 portes,FWD,,HEV,,,,
2271,TOYOTA,Proace,,panel van,diesel,manual,4 dr,FWD,,,,,75kW,
2272,TOYOTA,Proace,Comfort,panel van,diesel,manual,4 dr,FWD,,,,,75kW,
2273,TOYOTA,RAV4,ACTIVE,sports utility vehicle,unleaded,automatic,5 portes,AWD,2.5,HEV,,,,
2274,TOYOTA,RAV4,BLACK EDITION,sports utility vehicle,unleaded,automatic,5 portes,FWD,2.5,HEV,,,,
2275,TOYOTA,RAV4,Black Edition,sports utility vehicle,unleaded,automatic,5 portes,AWD,2.5,HEV,,,,
2276,TOYOTA,RAV4,LOUNGE,sports utility vehicle,unleaded,automatic,5 portes,FWD,2.5,HEV,,,,
2277,TOYOTA,RAV4,Style Selection,sports utility vehicle,unleaded,automatic,5 portes,AWD,2.5,HEV,,,,
2278,TOYOTA,YARIS,LOUNGE,hatchback,unleaded,manual,5 portes,FWD,1.0,,,,,
2279,TOYOTA,YARIS,STYLE,hatchback,unleaded,automatic,5 portes,FWD,1.5,HEV,,,,
2280,TOYOTA,Yaris,Feel,hatchback,unleaded,manual,5 portes,FWD,1.5,,,,,
2281,,TRAVELLER,,,,,,,,,,,,
2282,,TUCSON,XPRIME,,,MT,,4WD,,,,,,
2283,,Taycan,,,,,,,,,,,,
2284,Volkswagen,Up,Black Edition,Hatchback,,,5dr,,1.0,,,,,
2285,VAUXHALL,Astra,ULTIMATE NAV,hatchback,diesel,automatic,5 portes,FWD,1.5,,,122PS,,
2286,VAUXHALL,CORSA,DESIGN,hatchback,unleaded,automatic,5 portes,FWD,1.4I,,,90PS,,
2287,VAUXHALL,CORSA,SE PREMIUM,hatchback,unleaded,automatic,5 portes,FWD,1.2L,,,100PS,,
2288,VAUXHALL,CORSA,SRI NAV,hatchback,unleaded,manual,5 portes,FWD,1.4I,,,90PS,,
2289,VAUXHALL,CORSA,SRI VX-LINE NAV BLACK,hatchback,unleaded,manual,3 doors,FWD,1.4I,,,100PS,,
2290,VAUXHALL,CROSSLAND,ULTIMATE,sports utility vehicle,unleaded,automatic,5 portes,FWD,1.2,,,130PS,,
2291,VAUXHALL,CROSSLAND X,SPORT NAV PREMIUM,sports utility vehicle,unleaded,manual,5 portes,FWD,1.2,,,83PS,,
2292,VAUXHALL,Combo,Sportive,car van,electric,automatic,5 portes,FWD,,BEV,50kWh,136PS,,
2293,VAUXHALL,Corsa,Elite Nav,hatchback,electric,automatic,5 portes,FWD,,BEV,,,11kW,
2294,VAUXHALL,Corsa,Griffin Edition,hatchback,unleaded,manual,5 portes,FWD,1.2,,,100PS,,
2295,VAUXHALL,Corsa,SE NAV PREMIUM,hatchback,diesel,manual,5 portes,FWD,1.5,,,102PS,,
2296,VAUXHALL,Corsa,SE,hatchback,unleaded,manual,5 portes,FWD,1.2,,,75PS,,
2297,VAUXHALL,Crossland,Elite,sports utility vehicle,unleaded,manual,5 portes,FWD,1.2,,,110PS,,
2298,VAUXHALL,GRANDLAND,ULTIMATE,sports utility vehicle,unleaded,manual,5 portes,FWD,1.2,,,130PS,,
2299,VAUXHALL,GRANDLAND X,BUSINESS EDITION NAV,sports utility vehicle,electric,automatic,5 portes,AWD,1.6,PHEV,,,,
2300,VAUXHALL,INSIGNIA,SRI,hatchback,unleaded,manual,5 portes,FWD,1.5,,,165PS,,
2301,VAUXHALL,MOKKA,ELITE NAV PREMIUM,sports utility vehicle,electric,automatic,5 portes,FWD,,BEV,50KWH,,,
2302,VAUXHALL,VIVARO,PRIME,panel van,electric,automatic,5 portes,FWD,,BEV,50KWH,,,
2303,VAUXHALL,VIVARO,PRIME,platform cab,electric,automatic,2 door,FWD,,BEV,50KWH,,,
2304,VAUXHALL,VIVARO,PRO,panel van,diesel,manual,5 portes,FWD,2.0,,,145PS,,
2305,,VELAR,R-Dynamic SE,,,,,AWD,3.0,,,,,P400
2306,VOLKSWAGEN,ARTEON,R-LINE,hatchback,electric,automatic,5 portes,FWD,1.4,PHEV,,,,
2307,VOLKSWAGEN,Amarok,Canyon,pick-up,TDI,manual,4 dr,AWD,3.0,,,204ch,,
2308,VOLKSWAGEN,Arteon,ELEGANCE,hatchback,TDI,automatic,5 portes,FWD,2.0,,,,,
2309,VOLKSWAGEN,Arteon,SE,hatchback,TSI,manual,5 portes,FWD,2.0,,,190PS,,
2310,VOLKSWAGEN,Arteon,Sport,hatchback,TDI,manual,5 portes,FWD,2.0,,,,140kW,
2311,VOLKSWAGEN,CADDY,BUSINESS DAB,combi,TSI,manual,4 dr,FWD,1.4,,,,,
2312,VOLKSWAGEN,CADDY,BUSINESS,combi,TDI,manual,4 dr,FWD,2.0,,,102HP,,
2313,VOLKSWAGEN,CADDY,BUSINESS,combi,TGI,manual,4 dr,FWD,1.4,,,,,
2314,VOLKSWAGEN,CADDY,COMFORTLINE,mini MPV,TDI,manual,5 portes,FWD,2.0,,,150HP,,
2315,VOLKSWAGEN,CADDY,DARK LABEL MAXI,mini MPV,diesel,manual,5 portes,FWD,,,,,90KW,
2316,VOLKSWAGEN,CADDY,MAXI BEACH,mini MPV,TSI,manual,5 portes,FWD,1.0,,,,,
2317,VOLKSWAGEN,CADDY,MAXI COMFORTLINE,mini MPV,diesel,automatic,5 portes,FWD,,,,,110KW,
2318,VOLKSWAGEN,CADDY,MAXI TRENDLINE,mini MPV,TGI,manual,5 portes,FWD,1.4,,,,81KW,
2319,VOLKSWAGEN,CADDY,ORIGIN,mini MPV,TDI,manual,5 portes,AWD,2.0,,,,90KW,
2320,VOLKSWAGEN,CADDY,PLUS,mini MPV,TDI,manual,5 portes,AWD,2.0,,,122HP,,
2321,VOLKSWAGEN,CADDY,SPACE,mini MPV,TSI,automatic,5 portes,FWD,1.5,,,,,
2322,VOLKSWAGEN,CADDY,SPACE,mini MPV,TSI,manual,5 portes,FWD,1.5,,,,,
2323,VOLKSWAGEN,CADDY,STYLE MAXI,mini MPV,unleaded,automatic,5 portes,FWD,,,,,84KW,
2324,VOLKSWAGEN,CADDY,TRENDLINE,mini MPV,TDI,manual,5 portes,FWD,2.0,,,102HP,,
2325,VOLKSWAGEN,CADDY,TRENDLINE,mini MPV,TDI,manual,5 portes,FWD,2.0,,,150HP,,
2326,VOLKSWAGEN,CALIFORNIA,BEACH EDITION,campervan,diesel,manual,4 dr,AWD,,,,,110KW,
2327,VOLKSWAGEN,CALIFORNIA,COAST,campervan,diesel,manual,4 dr,FWD,,,,,,
2328,VOLKSWAGEN,CARAVELLE,CRUISE,bus,TDI,manual,4 dr,AWD,2.0,,,,110KW,
2329,VOLKSWAGEN,CRAFTER,,chassis cab,BITDI,automatic,4 dr,AWD,2.0,,,,130KW,
2330,VOLKSWAGEN,CRAFTER,,chassis cab,TDI,automatic,2 door,FWD,2.0,,,,103KW,
2331,VOLKSWAGEN,CRAFTER,,chassis cab,diesel,manual,2 door,RWD,,,,,130KW,
2332,VOLKSWAGEN,CRAFTER,,combi,TDI,manual,4 dr,FWD,2.0,,,,103KW,
2333,VOLKSWAGEN,CRAFTER,,panel van,diesel,manual,4 dr,FWD,,,,,75KW,
2334,VOLKSWAGEN,CRAFTER,,tipper,diesel,automatic,2 door,AWD,,,,,,
2335,VOLKSWAGEN,CRAFTER,BUSINESS LINE PLUS,panel van,diesel,manual,4 dr,FWD,,,,,,
2336,VOLKSWAGEN,CRAFTER,STARTLINE,chassis cab,diesel,automatic,2 door,FWD,,,,177PS,,
2337,VOLKSWAGEN,CRAFTER,STARTLINE,chassis cab,diesel,manual,4 dr,RWD,,,,177PS,,
2338,VOLKSWAGEN,CRAFTER,TREND,panel van,2.0TDI,automatic,4 dr,FWD,,,,177PS,,
2339,VOLKSWAGEN,Caddy,,car van,TSI,manual,4 dr,FWD,1.0,,,,,
2340,VOLKSWAGEN,Caddy,Business DAB,Kombi,TSI,manual,4 dr,FWD,1.0,,,,,
2341,VOLKSWAGEN,Caddy,Business,Kombi,TGI,manual,4 dr,FWD,1.4,,,,,
2342,VOLKSWAGEN,Caddy,Business,Kombi,TGI,manual,4 dr,FWD,1.4,,,,,
2343,VOLKSWAGEN,Caddy,Highline,mini MPV,TDI,manual,5 portes,AWD,2.0,,,150cv,,
2344,VOLKSWAGEN,Caddy,High.,mini MPV,TDI,manual,5 portes,FWD,2.0,,,150cv,,
2345,VOLKSWAGEN,Caddy,Plus,mini MPV,TDI,manual,5 portes,AWD,2.0,,,150cv,,
2346,VOLKSWAGEN,Caddy,Space,mini MPV,TDI,automatic,5 portes,FWD,2.0,,,,90kW,
2347,VOLKSWAGEN,Caddy,Style,mini MPV,TSI,manual,5 portes,FWD,1.5,,,,,
2348,VOLKSWAGEN,Caddy,Trendline,mini MPV,TDI,manual,5 portes,FWD,2.0,,,150cv,,
2349,VOLKSWAGEN,California,Beach Camper,campervan,TDI,manual,4 dr,AWD,"2,0",,,,110kW,
2350,VOLKSWAGEN,California,Beach Tour,campervan,TDI,manual,4 dr,AWD,2.0,,,,146kW,
2351,VOLKSWAGEN,California,Beach Tour,campervan,TDI,manual,5 portes,FWD,2.0,,,,81kW,
2352,VOLKSWAGEN,California,Ocean Grey,campervan,TDI,manual,4 dr,AWD,"2,0",,,,110kW,
2353,VOLKSWAGEN,California,Ocean,MPV,TDI,automatic,4 dr,AWD,2.0,,,150CV,110kW,
2354,VOLKSWAGEN,Caravelle,Comfortline,bus,TDI,automatic,4 dr,FWD,"2,0",,,,110kW,
2355,VOLKSWAGEN,Crafter,,combi,BiTDI,manual,4 dr,FWD,2.0,,,,130kW,
2356,VOLKSWAGEN,Crafter,Business Line,chassis cab,TDI,manual,2 door,FWD,2.0,,,140ch,,
2357,VOLKSWAGEN,Crafter,Business,chassis cab,TDI,manual,4 dr,RWD,2.0,,,122ch,,
2358,VOLKSWAGEN,Crafter,Business,chassis cab,TDI,manual,4 dr,RWD,2.0,,,163ch,,
2359,VOLKSWAGEN,Crafter,Business,panel van,BiTDI,manual,4 dr,RWD,2.0,,,,130kW,
2360,VOLKSWAGEN,Crafter,Logistic,panel van,TDI,manual,4 dr,AWD,2.0,,,,103kW,
2361,VOLKSWAGEN,Crafter,Business,drop side,TDI,manual,4 dr,RWD,2.0,,,140ch,,
2362,VOLKSWAGEN,Crafter,Startline,panel van,diesel,manual,4 dr,FWD,,,,,,
2363,VOLKSWAGEN,Crafter,Trendline,panel van,diesel,manual,4 dr,RWD,,,,,,
2364,VOLKSWAGEN,GOLF,ACTIVE,hatchback,TDI,manual,5 portes,FWD,2.0,,,115 PS,,
2365,VOLKSWAGEN,GOLF,CARAT EXCLUSIVE,hatchback,TDI,manual,5 portes,FWD,2.0,,,150,,
2366,VOLKSWAGEN,GOLF,COMFORTLINE,hatchback,TDI,manual,5 portes,FWD,1.6,,,,,
2367,VOLKSWAGEN,GOLF,CONFORT BUSINESS,estate,TDI,manual,5 portes,FWD,2.0,,,,,
2368,VOLKSWAGEN,GOLF,CONFORTLINE,hatchback,TSI,manual,5 portes,FWD,1.5,,,,,
2369,VOLKSWAGEN,GOLF,CONNECT,hatchback,TDI,manual,5 portes,FWD,1.6,,,,,
2370,VOLKSWAGEN,GOLF,GT,hatchback,TDI,manual,3 doors,FWD,1.6,,,115 PS,,
2371,VOLKSWAGEN,GOLF,GT,hatchback,TSI,manual,3 doors,FWD,1.5,,,130 PS,,
2372,VOLKSWAGEN,GOLF,GTE,hatchback,TSI,manual,5 portes,FWD,1.4,PHEV,,,,
2373,VOLKSWAGEN,GOLF,HIGHLINE,hatchback,TSI,automatic,5 portes,FWD,1.5,,,,,
2374,VOLKSWAGEN,GOLF,LIFE SOCI BUSINESS,commercial hatch,TDI,manual,5 portes,FWD,2.0,,,,,
2375,VOLKSWAGEN,GOLF,LIFE,hatchback,TDI,manual,5 portes,FWD,2.0,,,,110KW,
2376,VOLKSWAGEN,GOLF,LIFE,hatchback,TSI,manual,5 portes,FWD,1.5,,,,110KW,
2377,VOLKSWAGEN,GOLF,MATCH EDITION,hatchback,TDI,manual,5 portes,FWD,2.0,,,150 PS,,
2378,VOLKSWAGEN,GOLF,MATCH,estate,TDI,manual,5 portes,FWD,1.6,,,115PS,,
2379,VOLKSWAGEN,GOLF,R PERFORMANCE,hatchback,TSI,automatic,5 portes,AWD,2.0,,,,,
2380,VOLKSWAGEN,GOLF,R,VARIANT,TSI,automatic,5 portes,AWD,2.0,,,,,
2381,VOLKSWAGEN,GOLF,R,hatchback,TSI,manual,5 portes,AWD,2.0,,,,,
2382,VOLKSWAGEN,GOLF,R,hatchback,TSI,automatic,5 portes,AWD,2.0,,,,,
2383,VOLKSWAGEN,GOLF,R-LINE EDITION,hatchback,TDI,automatic,5 portes,FWD,2.0,,,150 PS,,
2384,VOLKSWAGEN,GOLF,R-LINE EDITION,hatchback,TSI,manual,5 portes,FWD,1.5,,,150 PS,,
2385,VOLKSWAGEN,GOLF,R-LINE,hatchback,TSI,manual,5 portes,FWD,1.5,,,,96KW,
2386,VOLKSWAGEN,GOLF,SE,hatchback,TDI,manual,3 doors,FWD,1.6,,,115 PS,,
2387,VOLKSWAGEN,GOLF,SPORT,hatchback,TDI,automatic,5 portes,FWD,2.0,,,,110KW,
2388,VOLKSWAGEN,GOLF,STYLE,estate,ETSI,automatic,5 portes,FWD,1.5,MHEV,,130PS,,
2389,VOLKSWAGEN,GOLF,TRENDLINE BUSINESS,hatchback,TSI,manual,5 portes,FWD,1.0,,,,,
2390,VOLKSWAGEN,GOLF,TRENDLINE,hatchback,TSI,manual,5 portes,FWD,1.0,,,,,
2391,VOLKSWAGEN,Golf,GTI TCR,hatchback,TSI,manual,5 portes,FWD,2.0,,,,,
2392,VOLKSWAGEN,Golf,Match Edition,estate,TSI,manual,5 portes,FWD,1.5,,,150PS,,
2393,VOLKSWAGEN,Golf,Ready2Go,hatchback,TSI,manual,3 doors,FWD,1.0,,,115CV,85kW,
2394,VOLKSWAGEN,Golf,SE Navigation,estate,TDI,manual,5 portes,FWD,2.0,,,150PS,,
2395,VOLKSWAGEN,Golf,SE Navigation,estate,TSI,manual,5 portes,FWD,1.0,,,110PS,,
2396,VOLKSWAGEN,Golf,SE Navigation,hatchback,TDI,manual,5 portes,FWD,1.6,,,115 PS,,
2397,VOLKSWAGEN,Golf,SE,hatchback,TSI,manual,3 doors,FWD,1.4,,,125 PS,,
2398,VOLKSWAGEN,Golf,Match,mini MPV,TSI,manual,5 portes,FWD,1.5,,,150 PS,,
2399,VOLKSWAGEN,ID. BUZZ,1ST EDITION,MPV,electric,automatic,5 portes,RWD,,BEV,82KWH,,,
2400,VOLKSWAGEN,ID.3,PRO PERFORMANCE ACTIVE,hatchback,electric,automatic,5 portes,RWD,,BEV,62KWH,,,
2401,VOLKSWAGEN,ID.3,TOUR,hatchback,electric,automatic,5 portes,RWD,,BEV,77KWH,,,
2402,VOLKSWAGEN,ID.4,BUSINESS,sports utility vehicle,electric,automatic,5 portes,RWD,,BEV,82KWH,,150 KW,
2403,VOLKSWAGEN,ID.4,CITY,sports utility vehicle,electric,automatic,5 portes,RWD,,BEV,55KWH,148PS,,
2404,VOLKSWAGEN,ID.4,GTX,sports utility vehicle,electric,automatic,5 portes,AWD,,BEV,77kWh,299PS,,
2405,VOLKSWAGEN,ID.4,Max,sports utility vehicle,electric,automatic,5 portes,RWD,,BEV,77kWh,204PS,,
2406,VOLKSWAGEN,ID.4,PRO PERFORMANCE,sports utility vehicle,electric,automatic,5 portes,RWD,,BEV,82KWH,,150 KW,
2407,VOLKSWAGEN,ID.4,PRO,sports utility vehicle,electric,automatic,5 portes,RWD,,BEV,82KWH,,150 KW,
2408,VOLKSWAGEN,ID.4,Style,sports utility vehicle,electric,automatic,5 portes,RWD,,BEV,52 kWh,,125 kW,
2409,VOLKSWAGEN,ID.5,GTX,sports utility vehicle,electric,automatic,5 portes,AWD,,BEV,82KWH,,220 KW,
2410,VOLKSWAGEN,MULTIVAN,SPACE,bus,TDI,manual,4 dr,FWD,2.0,,,,110KW,
2411,VOLKSWAGEN,Multivan,,MPV,electric,automatic,5 portes,FWD,"1,4",PHEV,,,,
2412,VOLKSWAGEN,Multivan,Life,MPV,TSI,automatic,5 portes,FWD,2.0,,,,,
2413,VOLKSWAGEN,PASSAT,BUSINESS,estate,TDI,manual,5 portes,FWD,2.0,,,,110KW,
2414,VOLKSWAGEN,PASSAT,BUSINESS,saloon,TDI,automatic,4 dr,FWD,1.6,,,,88KW,
2415,VOLKSWAGEN,PASSAT,GT,saloon,TDI,manual,4 dr,FWD,2.0,,,150 PS,,
2416,VOLKSWAGEN,PASSAT,R-LINE,saloon,TSI,automatic,4 dr,FWD,1.5,,,,110KW,
2417,VOLKSWAGEN,PASSAT,SE BUSINESS,saloon,TDI,manual,4 dr,FWD,1.6,,,120 PS,,
2418,VOLKSWAGEN,PASSAT,SEL,saloon,TSI,manual,4 dr,FWD,1.5,,,150 PS,,
2419,VOLKSWAGEN,POLO,,hatchback,TSI,manual,5 portes,FWD,1.0,,,,70KW,
2420,VOLKSWAGEN,POLO,ACTIVE PAKET,hatchback,TGI,manual,5 portes,FWD,1.0,,,,,
2421,VOLKSWAGEN,POLO,ACTIVE,hatchback,unleaded,manual,5 portes,FWD,1.0,,,,59KW,
2422,VOLKSWAGEN,POLO,BEATS,hatchback,TDI,manual,5 portes,FWD,1.6,,,80 PS,,
2423,VOLKSWAGEN,POLO,BUSINESS HIGHLINE,hatchback,TDI,manual,5 portes,FWD,1.6,,,,70KW,
2424,VOLKSWAGEN,POLO,COMFORTLINE,hatchback,TSI,manual,5 portes,FWD,1.0,,,,70KW,
2425,VOLKSWAGEN,POLO,EDITION,hatchback,unleaded,manual,5 portes,FWD,1.0,,,,59KW,
2426,VOLKSWAGEN,POLO,LIFE,hatchback,TSI,automatic,5 portes,FWD,1.0,,,,70KW,
2427,VOLKSWAGEN,POLO,STYLE,hatchback,TSI,automatic,5 portes,FWD,1.0,,,,,
2428,VOLKSWAGEN,POLO,UNITED,hatchback,TDI,manual,5 portes,FWD,1.6,,,,70KW,
2429,VOLKSWAGEN,Passat,Executive,estate,diesel,automatic,5 portes,FWD,,,,,140kW,
2430,VOLKSWAGEN,Passat,R-Line,saloon,TDI,manual,4 dr,FWD,2.0,,,150 PS,,
2431,VOLKSWAGEN,Passat,Confortline,estate,TDI,manual,5 portes,FWD,2.0,,,,,
